ticket_id,order_id,ticket_type,ticket_status,csat_rating
814149,132638,Delivery delay,Resolved,3
814150,112257,Refund request,Resolved,
814151,118457,Wrong item,Open,5
814152,128694,Refund request,Resolved,2
814153,124260,Missing item,Resolved,
814154,123373,Refund request,Resolved,3
814155,103985,Delivery delay,Escalated,3
814156,126850,App issue,Open,1
814157,133930,Refund request,Resolved,5
814158,134750,Refund request,Resolved,3
814159,117665,App issue,Resolved,
814160,101375,Delivery delay,Open,3
814161,130618,App issue,Resolved,5
814162,118112,Payment issue,Resolved,4
814163,107528,Delivery delay,Resolved,5
814164,105892,Payment issue,Resolved,
814165,118022,Missing item,Resolved,5
814166,128591,Delivery delay,Resolved,
814167,114243,App issue,Resolved,3
814168,107137,Delivery delay,Open,
814169,105889,Missing item,Open,5
814170,110674,Damaged item,Resolved,2
814171,112931,Payment issue,Resolved,2
814172,109648,Payment issue,Resolved,3
814173,106342,Refund request,Resolved,4
814174,107221,Missing item,Resolved,3
814175,125449,Wrong item,Resolved,4
814176,121158,Delivery delay,Resolved,3
814177,114811,App issue,Resolved,3
814178,104951,App issue,Resolved,2
814179,103961,Wrong item,Resolved,
814180,123040,Damaged item,Resolved,
814181,100996,Delivery delay,Resolved,1
814182,110254,Missing item,Resolved,
814183,128329,App issue,Resolved,1
814184,117712,Delivery delay,Resolved,1
814185,133141,Refund request,Resolved,2
814186,110518,Wrong item,Resolved,4
814187,135859,Damaged item,Open,3
814188,128461,Damaged item,Resolved,4
814189,133968,App issue,Resolved,
814190,115475,App issue,Resolved,1
814191,121431,Refund request,Resolved,
814192,111521,App issue,Open,3
814193,138724,App issue,Escalated,4
814194,127852,Refund request,Escalated,2
814195,131858,Refund request,Resolved,1
814196,105300,Delivery delay,Resolved,2
814197,138269,Wrong item,Resolved,3
814198,102969,Delivery delay,Resolved,1
814199,134318,Delivery delay,Escalated,5
814200,115382,Delivery delay,Resolved,4
814201,104846,Delivery delay,Open,2
814202,113739,Refund request,Resolved,4
814203,117550,Damaged item,Resolved,1
814204,125325,Refund request,Resolved,
814205,116904,Damaged item,Open,4
814206,109978,Payment issue,Resolved,
814207,108228,Wrong item,Resolved,
814208,123249,Damaged item,Resolved,3
814209,133441,Delivery delay,Resolved,2
814210,101817,Wrong item,Resolved,2
814211,126492,Payment issue,Resolved,2
814212,127876,Wrong item,Resolved,4
814213,113269,Delivery delay,Resolved,
814214,130391,Delivery delay,Open,5
814215,119540,Refund request,Open,5
814216,141365,App issue,Escalated,3
814217,112760,Missing item,Resolved,5
814218,114187,App issue,Resolved,2
814219,130228,Refund request,Resolved,
814220,105204,Refund request,Escalated,4
814221,111705,App issue,Resolved,4
814222,141920,Delivery delay,Resolved,4
814223,129905,Damaged item,Open,4
814224,135577,App issue,Resolved,
814225,132494,Missing item,Resolved,4
814226,127536,Missing item,Resolved,1
814227,123167,App issue,Open,1
814228,127993,Wrong item,Resolved,4
814229,119190,Payment issue,Open,1
814230,103609,Damaged item,Escalated,5
814231,125546,App issue,Resolved,1
814232,107413,Delivery delay,Resolved,2
814233,118844,Missing item,Resolved,4
814234,119512,Delivery delay,Resolved,4
814235,106367,Refund request,Resolved,3
814236,104437,Delivery delay,Resolved,5
814237,102799,Missing item,Resolved,3
814238,133921,Wrong item,Resolved,
814239,130695,Refund request,Resolved,5
814240,102667,App issue,Resolved,1
814241,116782,Delivery delay,Resolved,1
814242,134327,Refund request,Resolved,
814243,126015,Delivery delay,Resolved,1
814244,115133,Wrong item,Open,2
814245,106039,Delivery delay,Resolved,1
814246,121173,Damaged item,Resolved,4
814247,137725,Wrong item,Escalated,
814248,114948,Delivery delay,Resolved,
814249,105762,Refund request,Resolved,5
814250,128836,Wrong item,Resolved,
814251,121060,Delivery delay,Resolved,1
814252,140223,App issue,Open,
814253,116041,Refund request,Open,3
814254,141605,App issue,Resolved,3
814255,108335,Payment issue,Resolved,1
814256,128704,App issue,Escalated,2
814257,137337,Delivery delay,Resolved,3
814258,117969,Delivery delay,Resolved,
814259,126938,Damaged item,Resolved,5
814260,120140,Wrong item,Open,4
814261,116216,Refund request,Resolved,
814262,139486,Wrong item,Resolved,3
814263,118585,Delivery delay,Open,2
814264,129766,Wrong item,Resolved,5
814265,132071,Delivery delay,Resolved,1
814266,100385,Damaged item,Resolved,
814267,120878,Delivery delay,Open,4
814268,114637,Wrong item,Resolved,2
814269,139597,Delivery delay,Resolved,2
814270,140924,Missing item,Resolved,4
814271,136103,Wrong item,Resolved,
814272,140050,Delivery delay,Resolved,
814273,126220,Delivery delay,Escalated,2
814274,114607,Refund request,Resolved,3
814275,131789,Delivery delay,Resolved,
814276,133649,Damaged item,Open,2
814277,128078,Missing item,Resolved,2
814278,132913,Delivery delay,Resolved,1
814279,135682,Delivery delay,Resolved,5
814280,137918,Refund request,Resolved,5
814281,119829,Wrong item,Resolved,1
814282,135545,Damaged item,Resolved,1
814283,113204,Damaged item,Resolved,5
814284,138199,Wrong item,Resolved,4
814285,106814,Wrong item,Resolved,1
814286,124924,Refund request,Resolved,4
814287,135371,Wrong item,Resolved,
814288,122616,Damaged item,Resolved,2
814289,120369,Wrong item,Resolved,3
814290,107391,Wrong item,Resolved,2
814291,104301,Damaged item,Resolved,3
814292,107922,Delivery delay,Resolved,1
814293,118466,App issue,Resolved,
814294,131218,Wrong item,Resolved,2
814295,109984,Wrong item,Resolved,1
814296,132511,Missing item,Resolved,2
814297,118029,Delivery delay,Resolved,2
814298,106804,Refund request,Resolved,3
814299,105992,Refund request,Resolved,3
814300,122139,Payment issue,Resolved,1
814301,112531,Delivery delay,Resolved,
814302,109953,App issue,Resolved,2
814303,127302,Wrong item,Resolved,1
814304,109338,Missing item,Resolved,4
814305,121788,Payment issue,Resolved,5
814306,101145,Refund request,Open,4
814307,115604,Missing item,Resolved,3
814308,125997,Damaged item,Open,
814309,125888,Damaged item,Resolved,
814310,138020,Missing item,Resolved,5
814311,125600,Damaged item,Resolved,
814312,102390,Damaged item,Open,1
814313,122023,Damaged item,Resolved,3
814314,124481,App issue,Resolved,
814315,100339,Damaged item,Resolved,
814316,140284,Payment issue,Resolved,3
814317,114181,Damaged item,Resolved,
814318,103313,Refund request,Resolved,
814319,129707,Delivery delay,Resolved,3
814320,138495,Refund request,Resolved,
814321,102173,Damaged item,Resolved,5
814322,125181,Refund request,Resolved,4
814323,125089,Delivery delay,Escalated,4
814324,129405,Missing item,Resolved,4
814325,107085,Refund request,Resolved,
814326,128031,Refund request,Resolved,1
814327,116180,Refund request,Resolved,4
814328,118332,Damaged item,Resolved,5
814329,109407,Delivery delay,Open,3
814330,109395,Delivery delay,Resolved,
814331,110083,Payment issue,Resolved,3
814332,112898,Refund request,Resolved,2
814333,134703,Refund request,Escalated,5
814334,101124,Damaged item,Resolved,1
814335,105947,Delivery delay,Resolved,4
814336,120789,Damaged item,Resolved,2
814337,128152,Delivery delay,Resolved,2
814338,123064,Delivery delay,Resolved,3
814339,102816,Damaged item,Resolved,
814340,124970,Wrong item,Resolved,1
814341,134193,Damaged item,Open,2
814342,124967,Wrong item,Resolved,3
814343,109445,App issue,Resolved,2
814344,133683,Missing item,Resolved,4
814345,106804,Wrong item,Resolved,2
814346,108841,Wrong item,Resolved,3
814347,102030,Delivery delay,Resolved,2
814348,136108,Refund request,Resolved,2
814349,131980,Delivery delay,Resolved,3
814350,113608,Missing item,Resolved,5
814351,141895,Damaged item,Resolved,5
814352,112540,Missing item,Resolved,1
814353,131198,Delivery delay,Resolved,2
814354,110821,Delivery delay,Resolved,
814355,135191,App issue,Open,2
814356,102399,Payment issue,Resolved,4
814357,132379,App issue,Resolved,1
814358,129490,App issue,Open,2
814359,107183,Delivery delay,Resolved,3
814360,121408,Delivery delay,Resolved,
814361,126325,Wrong item,Resolved,1
814362,128601,Missing item,Resolved,2
814363,135700,Missing item,Resolved,5
814364,112929,Delivery delay,Resolved,2
814365,112886,Wrong item,Open,
814366,122512,Delivery delay,Open,2
814367,136506,App issue,Open,3
814368,121082,Damaged item,Resolved,
814369,111260,Delivery delay,Resolved,4
814370,125001,Refund request,Resolved,1
814371,104100,Missing item,Resolved,5
814372,128919,Refund request,Open,5
814373,119607,Wrong item,Resolved,1
814374,126483,Refund request,Resolved,2
814375,121881,Delivery delay,Resolved,5
814376,134673,Refund request,Resolved,1
814377,112450,Damaged item,Resolved,1
814378,131544,Delivery delay,Resolved,4
814379,131555,Wrong item,Open,1
814380,128626,Refund request,Resolved,
814381,108916,Refund request,Open,4
814382,138275,Payment issue,Open,2
814383,120823,Refund request,Resolved,1
814384,122312,Refund request,Resolved,2
814385,126570,Delivery delay,Resolved,5
814386,107742,Missing item,Resolved,1
814387,136907,Delivery delay,Open,4
814388,105849,Payment issue,Resolved,5
814389,100460,Payment issue,Resolved,
814390,120178,Wrong item,Resolved,1
814391,117262,Refund request,Resolved,
814392,133159,Missing item,Resolved,2
814393,127266,Delivery delay,Resolved,3
814394,126161,App issue,Resolved,
814395,126180,Missing item,Resolved,3
814396,114228,Refund request,Resolved,
814397,113805,Payment issue,Open,
814398,138648,Delivery delay,Escalated,1
814399,107819,Wrong item,Open,5
814400,116701,Delivery delay,Resolved,5
814401,121161,Refund request,Resolved,1
814402,103877,Refund request,Resolved,5
814403,106754,App issue,Escalated,3
814404,126365,Wrong item,Resolved,4
814405,121653,Refund request,Resolved,3
814406,108392,Missing item,Resolved,2
814407,135709,Payment issue,Resolved,5
814408,116330,Wrong item,Resolved,
814409,118752,Delivery delay,Resolved,4
814410,115236,Payment issue,Open,3
814411,114428,Refund request,Resolved,1
814412,128445,Damaged item,Resolved,
814413,106048,Refund request,Open,5
814414,118809,Delivery delay,Resolved,2
814415,123641,Delivery delay,Resolved,
814416,119703,Wrong item,Resolved,
814417,121518,Wrong item,Resolved,2
814418,133482,Missing item,Resolved,3
814419,110284,Wrong item,Resolved,3
814420,133730,Refund request,Resolved,4
814421,113018,App issue,Resolved,5
814422,110109,Payment issue,Resolved,4
814423,117755,Delivery delay,Resolved,3
814424,106680,Payment issue,Resolved,
814425,117375,Payment issue,Resolved,
814426,133478,Delivery delay,Resolved,3
814427,124332,Payment issue,Resolved,1
814428,127393,Payment issue,Resolved,5
814429,124614,Refund request,Resolved,1
814430,117931,App issue,Resolved,2
814431,125808,Refund request,Escalated,
814432,113622,Delivery delay,Resolved,
814433,136104,Damaged item,Resolved,4
814434,111804,Delivery delay,Resolved,
814435,124495,App issue,Resolved,2
814436,107446,Missing item,Resolved,2
814437,129524,Wrong item,Resolved,2
814438,136155,Refund request,Resolved,1
814439,134434,Missing item,Resolved,
814440,108654,App issue,Resolved,
814441,127390,Delivery delay,Resolved,4
814442,139325,Damaged item,Resolved,
814443,131729,Refund request,Resolved,3
814444,139747,Refund request,Resolved,1
814445,137929,Refund request,Open,
814446,115325,Wrong item,Resolved,1
814447,121611,Refund request,Resolved,
814448,127076,Refund request,Resolved,1
814449,103088,Delivery delay,Open,3
814450,141740,Refund request,Resolved,
814451,110052,App issue,Resolved,5
814452,127258,Damaged item,Escalated,2
814453,134712,Delivery delay,Resolved,1
814454,127901,Damaged item,Resolved,1
814455,111204,Delivery delay,Resolved,2
814456,126964,Missing item,Resolved,5
814457,101678,App issue,Open,
814458,123107,Payment issue,Resolved,3
814459,129260,Refund request,Resolved,1
814460,105289,Wrong item,Resolved,1
814461,104962,Delivery delay,Resolved,5
814462,127250,Missing item,Resolved,
814463,131755,Damaged item,Resolved,2
814464,133293,Delivery delay,Resolved,
814465,114591,App issue,Resolved,5
814466,116207,Damaged item,Resolved,5
814467,112889,Refund request,Resolved,3
814468,119569,Delivery delay,Resolved,5
814469,141678,Damaged item,Resolved,1
814470,115291,Delivery delay,Resolved,4
814471,121853,Refund request,Resolved,5
814472,127455,Missing item,Resolved,
814473,123889,Refund request,Resolved,2
814474,103011,Wrong item,Escalated,4
814475,100655,App issue,Resolved,
814476,104574,App issue,Escalated,1
814477,106283,Wrong item,Resolved,1
814478,112382,App issue,Resolved,5
814479,104886,Missing item,Resolved,4
814480,101307,Wrong item,Resolved,4
814481,126611,Payment issue,Resolved,2
814482,139438,Payment issue,Resolved,3
814483,102826,Delivery delay,Resolved,5
814484,125053,Delivery delay,Resolved,5
814485,108691,App issue,Resolved,5
814486,121803,Missing item,Resolved,
814487,128185,Missing item,Resolved,5
814488,135091,Delivery delay,Resolved,
814489,124979,App issue,Resolved,5
814490,113650,Damaged item,Escalated,
814491,120883,Refund request,Resolved,3
814492,111085,App issue,Resolved,
814493,103606,Payment issue,Resolved,4
814494,141970,Refund request,Resolved,
814495,116920,Wrong item,Resolved,4
814496,105356,App issue,Resolved,3
814497,136933,App issue,Resolved,5
814498,129979,Missing item,Resolved,2
814499,112483,Damaged item,Resolved,3
814500,140617,App issue,Resolved,3
814501,107982,App issue,Open,
814502,117111,Delivery delay,Resolved,1
814503,141587,Missing item,Resolved,4
814504,104313,App issue,Resolved,3
814505,125371,Wrong item,Escalated,1
814506,134074,Refund request,Open,3
814507,110211,Damaged item,Resolved,1
814508,130675,Delivery delay,Resolved,5
814509,108796,Damaged item,Resolved,5
814510,131708,Damaged item,Resolved,4
814511,113445,Missing item,Resolved,3
814512,128060,Wrong item,Resolved,2
814513,120295,Payment issue,Resolved,3
814514,131479,Delivery delay,Resolved,5
814515,114705,Delivery delay,Resolved,1
814516,135948,Wrong item,Escalated,4
814517,131199,Payment issue,Open,5
814518,135307,Missing item,Open,1
814519,117781,Refund request,Open,3
814520,136651,Wrong item,Resolved,1
814521,133254,Wrong item,Resolved,4
814522,112699,Wrong item,Open,
814523,131056,Delivery delay,Resolved,3
814524,139934,Delivery delay,Resolved,5
814525,109305,Refund request,Resolved,
814526,125488,Missing item,Resolved,4
814527,103856,Wrong item,Resolved,2
814528,124884,Refund request,Resolved,4
814529,115822,Delivery delay,Escalated,2
814530,107169,Wrong item,Escalated,2
814531,108889,Delivery delay,Resolved,5
814532,106086,Damaged item,Resolved,1
814533,108422,Wrong item,Resolved,1
814534,127719,Delivery delay,Resolved,4
814535,134938,Damaged item,Open,4
814536,101422,Missing item,Resolved,5
814537,141558,Refund request,Resolved,3
814538,141788,Missing item,Resolved,4
814539,116719,Missing item,Resolved,5
814540,105292,Missing item,Resolved,2
814541,136133,Wrong item,Resolved,4
814542,105552,Refund request,Resolved,3
814543,129795,Payment issue,Open,5
814544,128416,Payment issue,Open,3
814545,121661,Missing item,Resolved,1
814546,110098,Delivery delay,Resolved,1
814547,114942,Refund request,Resolved,1
814548,107339,Delivery delay,Resolved,3
814549,103917,Missing item,Resolved,5
814550,131036,Refund request,Resolved,2
814551,126353,Missing item,Resolved,5
814552,116496,Missing item,Escalated,1
814553,109671,Damaged item,Resolved,1
814554,109716,App issue,Resolved,1
814555,101384,App issue,Resolved,1
814556,136223,Missing item,Resolved,1
814557,105660,Delivery delay,Resolved,
814558,110213,Delivery delay,Resolved,3
814559,141570,Wrong item,Resolved,
814560,117904,Payment issue,Resolved,3
814561,119056,Missing item,Open,2
814562,141342,Payment issue,Resolved,
814563,139594,Delivery delay,Resolved,
814564,108264,Missing item,Resolved,5
814565,111843,Payment issue,Resolved,2
814566,123339,Missing item,Resolved,5
814567,115766,Refund request,Resolved,
814568,116063,Refund request,Escalated,2
814569,129362,Refund request,Resolved,4
814570,130330,Delivery delay,Resolved,2
814571,115727,Payment issue,Resolved,1
814572,125004,Missing item,Resolved,2
814573,109448,Refund request,Resolved,2
814574,123537,Payment issue,Resolved,2
814575,138157,Damaged item,Resolved,2
814576,107692,Payment issue,Resolved,2
814577,106102,App issue,Resolved,4
814578,111217,Refund request,Resolved,
814579,136803,Delivery delay,Resolved,
814580,137088,Delivery delay,Resolved,5
814581,106688,Delivery delay,Resolved,4
814582,141828,Delivery delay,Open,5
814583,108806,Damaged item,Escalated,
814584,119700,Damaged item,Open,1
814585,136130,App issue,Open,2
814586,120188,Delivery delay,Resolved,5
814587,105576,Missing item,Resolved,
814588,120860,Delivery delay,Resolved,2
814589,137462,Refund request,Escalated,
814590,135588,Refund request,Open,4
814591,117698,Missing item,Resolved,2
814592,131660,Refund request,Resolved,5
814593,100822,Delivery delay,Open,5
814594,102559,Refund request,Resolved,
814595,121005,Missing item,Resolved,2
814596,122119,Refund request,Resolved,
814597,108424,Delivery delay,Open,5
814598,129134,Delivery delay,Resolved,5
814599,122071,Missing item,Resolved,1
814600,109370,Refund request,Open,
814601,126675,Refund request,Resolved,1
814602,125004,App issue,Resolved,5
814603,115857,Refund request,Resolved,1
814604,107712,Damaged item,Resolved,4
814605,141182,Payment issue,Escalated,3
814606,136233,App issue,Resolved,
814607,133884,Refund request,Resolved,1
814608,125402,Wrong item,Escalated,
814609,122419,Delivery delay,Resolved,
814610,132517,Damaged item,Resolved,
814611,133319,App issue,Resolved,5
814612,126022,Delivery delay,Resolved,2
814613,138585,Payment issue,Resolved,4
814614,106420,App issue,Resolved,2
814615,129150,Delivery delay,Resolved,4
814616,101665,App issue,Resolved,2
814617,100031,Damaged item,Resolved,1
814618,107638,Refund request,Resolved,4
814619,119559,Payment issue,Resolved,3
814620,101817,Delivery delay,Resolved,4
814621,113397,Damaged item,Resolved,
814622,107681,Delivery delay,Escalated,
814623,124294,Missing item,Resolved,1
814624,121163,Damaged item,Open,2
814625,130741,Delivery delay,Resolved,5
814626,108207,Delivery delay,Resolved,5
814627,102942,Missing item,Escalated,2
814628,119629,Refund request,Resolved,4
814629,106137,Damaged item,Resolved,
814630,113166,App issue,Resolved,1
814631,127105,Delivery delay,Resolved,4
814632,127183,Damaged item,Resolved,3
814633,100890,App issue,Resolved,1
814634,105235,Delivery delay,Resolved,
814635,130747,Delivery delay,Resolved,5
814636,117438,Refund request,Escalated,5
814637,130712,Refund request,Resolved,4
814638,141158,Missing item,Open,4
814639,132209,Wrong item,Resolved,2
814640,125267,App issue,Resolved,2
814641,123113,Delivery delay,Open,4
814642,141626,Delivery delay,Open,
814643,137209,Delivery delay,Resolved,1
814644,129147,Delivery delay,Open,4
814645,117063,Delivery delay,Resolved,5
814646,124881,Delivery delay,Resolved,1
814647,139882,Missing item,Resolved,
814648,124188,Refund request,Resolved,5
814649,132244,Refund request,Resolved,
814650,128771,Wrong item,Resolved,3
814651,140575,App issue,Resolved,2
814652,123264,Missing item,Resolved,
814653,102591,Wrong item,Resolved,3
814654,121002,Missing item,Resolved,5
814655,123064,Missing item,Open,1
814656,140694,Payment issue,Resolved,2
814657,107731,Refund request,Resolved,4
814658,112956,Missing item,Open,1
814659,101625,Missing item,Resolved,
814660,107751,Refund request,Resolved,4
814661,113955,App issue,Resolved,
814662,134654,Refund request,Resolved,3
814663,127116,Missing item,Resolved,3
814664,122746,Payment issue,Resolved,
814665,116881,Missing item,Resolved,3
814666,137708,Refund request,Resolved,3
814667,115959,Refund request,Resolved,1
814668,107337,Wrong item,Open,3
814669,112143,Damaged item,Resolved,5
814670,122518,Delivery delay,Resolved,
814671,109738,Wrong item,Resolved,1
814672,100620,Refund request,Resolved,1
814673,124129,Delivery delay,Resolved,
814674,135153,Payment issue,Resolved,4
814675,100928,Damaged item,Resolved,
814676,126994,Delivery delay,Resolved,1
814677,128406,Delivery delay,Resolved,1
814678,140696,Delivery delay,Resolved,3
814679,113151,App issue,Escalated,2
814680,112640,Refund request,Open,1
814681,137918,App issue,Resolved,2
814682,137732,Delivery delay,Resolved,3
814683,140625,App issue,Open,4
814684,131021,App issue,Open,5
814685,119022,Missing item,Resolved,5
814686,118790,Delivery delay,Resolved,2
814687,115139,Missing item,Resolved,1
814688,132071,App issue,Resolved,
814689,121853,Refund request,Open,3
814690,101831,Payment issue,Open,2
814691,112621,Damaged item,Open,3
814692,137641,App issue,Resolved,3
814693,122212,Delivery delay,Resolved,3
814694,119432,App issue,Resolved,
814695,110864,Refund request,Resolved,3
814696,131912,Delivery delay,Resolved,3
814697,104153,Wrong item,Resolved,2
814698,130297,Payment issue,Resolved,
814699,136144,Delivery delay,Resolved,3
814700,114140,Payment issue,Resolved,1
814701,114002,Delivery delay,Resolved,
814702,122830,Missing item,Resolved,3
814703,124725,Delivery delay,Escalated,5
814704,138693,Delivery delay,Resolved,4
814705,133264,Wrong item,Resolved,4
814706,114408,Delivery delay,Resolved,4
814707,132534,Refund request,Resolved,4
814708,140153,Damaged item,Escalated,
814709,114775,Wrong item,Resolved,2
814710,109820,Damaged item,Resolved,1
814711,141350,App issue,Resolved,5
814712,116299,Delivery delay,Resolved,
814713,111399,Delivery delay,Resolved,3
814714,119529,Refund request,Resolved,1
814715,113802,Refund request,Resolved,5
814716,136119,Delivery delay,Resolved,5
814717,108807,Delivery delay,Resolved,1
814718,118873,Refund request,Resolved,4
814719,131555,Delivery delay,Resolved,1
814720,109116,Delivery delay,Open,3
814721,119591,App issue,Resolved,5
814722,101439,Refund request,Resolved,2
814723,121922,App issue,Resolved,1
814724,104898,Delivery delay,Resolved,4
814725,108546,Payment issue,Resolved,5
814726,129978,Delivery delay,Open,2
814727,136465,Missing item,Escalated,3
814728,138034,Refund request,Resolved,
814729,117467,App issue,Open,
814730,138484,App issue,Open,1
814731,126512,Refund request,Open,
814732,115772,App issue,Resolved,1
814733,100947,Delivery delay,Resolved,
814734,107189,Delivery delay,Open,3
814735,139487,App issue,Resolved,
814736,138190,Payment issue,Resolved,3
814737,106201,Wrong item,Resolved,
814738,112384,Refund request,Resolved,2
814739,116205,Missing item,Resolved,5
814740,108185,Wrong item,Resolved,
814741,109863,Missing item,Resolved,5
814742,135510,Delivery delay,Escalated,2
814743,109400,Refund request,Open,1
814744,118456,Damaged item,Resolved,5
814745,130097,Delivery delay,Resolved,
814746,132233,Refund request,Resolved,
814747,112702,Delivery delay,Resolved,4
814748,118816,Delivery delay,Resolved,5
814749,114294,Damaged item,Resolved,
814750,127205,Payment issue,Resolved,2
814751,114789,Refund request,Resolved,2
814752,101843,Damaged item,Resolved,3
814753,132393,Missing item,Resolved,
814754,137190,Wrong item,Resolved,5
814755,127244,Delivery delay,Resolved,4
814756,128364,Delivery delay,Resolved,
814757,104984,App issue,Escalated,5
814758,130572,Wrong item,Open,
814759,115819,Wrong item,Resolved,5
814760,103010,Damaged item,Resolved,
814761,120444,Missing item,Resolved,3
814762,125712,Refund request,Open,2
814763,100907,App issue,Resolved,5
814764,114141,Refund request,Open,5
814765,141570,Delivery delay,Resolved,4
814766,115625,Wrong item,Resolved,2
814767,121051,Delivery delay,Resolved,2
814768,128512,Refund request,Open,2
814769,141915,Damaged item,Open,2
814770,127664,Payment issue,Escalated,2
814771,120744,Delivery delay,Resolved,3
814772,126437,Wrong item,Resolved,
814773,120975,App issue,Resolved,4
814774,126956,Delivery delay,Resolved,2
814775,133868,Payment issue,Resolved,
814776,134864,Payment issue,Resolved,4
814777,131215,Missing item,Resolved,5
814778,125261,Delivery delay,Escalated,
814779,136336,Refund request,Resolved,
814780,115740,App issue,Open,2
814781,115462,Missing item,Resolved,4
814782,133353,Damaged item,Resolved,4
814783,135190,Delivery delay,Resolved,1
814784,119909,Refund request,Resolved,
814785,138997,App issue,Resolved,5
814786,134858,Refund request,Resolved,4
814787,121030,Missing item,Resolved,1
814788,130993,Refund request,Open,2
814789,103013,Refund request,Resolved,2
814790,134194,Wrong item,Escalated,5
814791,115638,Missing item,Open,4
814792,134708,Refund request,Resolved,1
814793,125112,Delivery delay,Open,2
814794,137957,Wrong item,Open,
814795,134411,Wrong item,Resolved,4
814796,131591,Missing item,Resolved,3
814797,110322,Delivery delay,Resolved,1
814798,140706,Payment issue,Resolved,5
814799,124201,Delivery delay,Open,2
814800,117585,Payment issue,Resolved,2
814801,126110,Refund request,Resolved,
814802,116967,Delivery delay,Resolved,4
814803,115624,Payment issue,Resolved,2
814804,121092,Delivery delay,Escalated,4
814805,135811,Refund request,Escalated,2
814806,121020,Delivery delay,Resolved,5
814807,128255,Missing item,Resolved,3
814808,107830,Delivery delay,Resolved,4
814809,141859,Missing item,Resolved,2
814810,139294,Missing item,Resolved,
814811,106429,App issue,Resolved,2
814812,138583,Payment issue,Open,4
814813,129084,Wrong item,Resolved,3
814814,122528,Missing item,Resolved,2
814815,120248,Refund request,Resolved,2
814816,104099,Refund request,Resolved,3
814817,122174,App issue,Resolved,1
814818,118517,Missing item,Resolved,5
814819,112119,Delivery delay,Resolved,2
814820,126156,Missing item,Resolved,
814821,136861,Refund request,Resolved,5
814822,111401,Refund request,Resolved,3
814823,129099,Missing item,Resolved,3
814824,100544,Refund request,Resolved,4
814825,125698,Missing item,Open,5
814826,101239,App issue,Resolved,2
814827,132957,Wrong item,Resolved,2
814828,122402,Refund request,Open,3
814829,125556,Delivery delay,Resolved,3
814830,109494,Delivery delay,Resolved,5
814831,108530,Payment issue,Open,2
814832,100001,Damaged item,Resolved,3
814833,141574,Wrong item,Resolved,3
814834,128034,App issue,Resolved,5
814835,107658,Delivery delay,Resolved,2
814836,135516,Missing item,Resolved,
814837,136904,Missing item,Resolved,1
814838,114389,Wrong item,Open,1
814839,125953,App issue,Resolved,3
814840,108933,Payment issue,Resolved,5
814841,127317,Refund request,Resolved,5
814842,125163,Delivery delay,Resolved,5
814843,122166,App issue,Resolved,5
814844,128781,Damaged item,Resolved,3
814845,107160,Wrong item,Resolved,
814846,109270,Delivery delay,Resolved,4
814847,106365,Damaged item,Resolved,2
814848,135527,App issue,Resolved,
814849,105979,Missing item,Resolved,
814850,113072,App issue,Resolved,
814851,130180,Payment issue,Resolved,4
814852,139313,Delivery delay,Open,
814853,109663,Refund request,Resolved,
814854,137628,Damaged item,Resolved,
814855,140481,App issue,Resolved,1
814856,128984,Missing item,Resolved,4
814857,129924,Delivery delay,Resolved,3
814858,111596,App issue,Resolved,3
814859,114930,Missing item,Open,
814860,141124,Wrong item,Resolved,1
814861,104997,Missing item,Open,
814862,120712,Missing item,Resolved,4
814863,123655,Delivery delay,Escalated,5
814864,118276,Wrong item,Escalated,
814865,114346,Refund request,Resolved,5
814866,126444,Refund request,Resolved,2
814867,133007,Delivery delay,Resolved,2
814868,136605,Payment issue,Resolved,3
814869,107086,Refund request,Resolved,
814870,109697,Delivery delay,Escalated,2
814871,107299,Delivery delay,Resolved,2
814872,110445,Payment issue,Resolved,1
814873,121792,Payment issue,Resolved,3
814874,122433,Refund request,Open,4
814875,120094,Wrong item,Resolved,3
814876,114235,Delivery delay,Resolved,3
814877,130333,Payment issue,Resolved,2
814878,134215,Damaged item,Resolved,5
814879,106941,Delivery delay,Resolved,
814880,132439,Refund request,Resolved,2
814881,110271,Delivery delay,Resolved,2
814882,134686,Damaged item,Resolved,3
814883,107994,Delivery delay,Resolved,4
814884,106095,App issue,Open,3
814885,106698,Missing item,Resolved,3
814886,108664,Delivery delay,Open,1
814887,137535,Refund request,Resolved,3
814888,110576,Refund request,Resolved,
814889,100370,Delivery delay,Resolved,3
814890,125748,Delivery delay,Resolved,3
814891,136425,Delivery delay,Resolved,1
814892,141386,Missing item,Resolved,
814893,103776,Refund request,Resolved,3
814894,111262,Refund request,Open,3
814895,136530,Refund request,Resolved,
814896,141222,Delivery delay,Resolved,3
814897,100061,Refund request,Resolved,2
814898,108311,App issue,Escalated,3
814899,123071,Missing item,Resolved,5
814900,127725,Refund request,Resolved,2
814901,109733,App issue,Escalated,
814902,106835,Wrong item,Resolved,2
814903,132456,Missing item,Resolved,4
814904,103022,Refund request,Resolved,4
814905,110200,Refund request,Resolved,2
814906,115485,Delivery delay,Open,2
814907,106025,App issue,Resolved,5
814908,121699,Refund request,Resolved,1
814909,122250,Refund request,Resolved,3
814910,133048,Refund request,Open,4
814911,101388,Payment issue,Resolved,4
814912,115774,Payment issue,Open,
814913,117249,Delivery delay,Resolved,
814914,140354,Delivery delay,Resolved,4
814915,130404,Delivery delay,Open,
814916,123781,Damaged item,Resolved,2
