delivery_id,order_id,dark_store_id,delivery_type,delivery_time_min,late_delivery_flag
715859,115859,2,Ev,22.4,0
715860,115860,21,Bike,26.5,1
715861,115861,20,Bike,34.2,1
715862,115862,24,Cycle,17.6,0
715863,115863,13,Bike,22,0
715864,115864,22,Bike,24.3,0
715865,115865,11,Bike,23.7,0
715866,115866,29,Cycle,25.3,1
715867,115867,2,Bike,11.1,0
715868,115868,30,Bike,9.3,0
715869,115869,4,Bike,25.7,1
715870,115870,9,Cycle,13.9,0
715871,115871,5,Bike,16.1,0
715872,115872,14,Bike,20.8,0
715873,115873,25,Bike,17.3,0
715874,115874,2,Cycle,30.3,1
715875,115875,15,Ev,12.5,0
715876,115876,11,Bike,16.2,0
715877,115877,13,Bike,21.2,0
715878,115878,29,Ev,24,0
715879,115879,8,Ev,26.5,1
715880,115880,17,Ev,20.1,0
715881,115881,9,Bike,16.8,0
715882,115882,24,Cycle,11.7,0
715883,115883,1,Bike,19.3,0
715884,115884,12,Bike,10.9,0
715885,115885,26,Ev,20.9,0
715886,115886,19,Bike,17.3,0
715887,115887,2,Bike,17.7,0
715888,115888,23,Bike,24,0
715889,115889,23,Ev,15,0
715890,115890,19,Bike,26,1
715891,115891,5,Ev,10,0
715892,115892,12,Cycle,21.6,0
715893,115893,27,Bike,34.9,1
715894,115894,24,Bike,33.4,1
715895,115895,18,Bike,16.2,0
715896,115896,22,Bike,14,0
715897,115897,30,Bike,22,0
715898,115898,4,Bike,21.4,0
715899,115899,6,Bike,13.6,0
715900,115900,7,Bike,9.5,0
715901,115901,2,Ev,17.8,0
715902,115902,30,Bike,8.5,0
715903,115903,30,Ev,19.6,0
715904,115904,28,Ev,27.3,1
715905,115905,17,Ev,20.6,0
715906,115906,5,Cycle,18.1,0
715907,115907,4,Cycle,16.3,0
715908,115908,30,Bike,19.5,0
715909,115909,8,Bike,10.6,0
715910,115910,24,Bike,27,1
715911,115911,2,Bike,13.4,0
715912,115912,1,Cycle,20.8,0
715913,115913,30,Bike,24.6,0
715914,115914,27,Cycle,13,0
715915,115915,15,Bike,7.5,0
715916,115916,11,Ev,23.7,0
715917,115917,3,Bike,19.1,0
715918,115918,15,Ev,8.7,0
715919,115919,1,Bike,20.5,0
715920,115920,20,Bike,23.5,0
715921,115921,19,Cycle,11.1,0
715922,115922,20,Bike,14.6,0
715923,115923,10,Cycle,21.7,0
715924,115924,9,Bike,7.5,0
715925,115925,23,Bike,8.2,0
715926,115926,22,Bike,20.1,0
715927,115927,25,Bike,21.6,0
715928,115928,7,Bike,8.5,0
715929,115929,27,Ev,20.4,0
715930,115930,17,Cycle,25.7,1
715931,115931,1,Bike,14.4,0
715932,115932,1,Bike,22.1,0
715933,115933,24,Bike,23.5,0
715934,115934,25,Bike,17.8,0
715935,115935,29,Bike,23.2,0
715936,115936,26,Ev,19.1,0
715937,115937,15,Bike,19.4,0
715938,115938,9,Bike,16.7,0
715939,115939,4,Bike,23.6,0
715940,115940,29,Bike,45.1,1
715941,115941,2,Cycle,24.7,0
715942,115942,7,Bike,34,1
715943,115943,4,Cycle,24.1,0
715944,115944,11,Bike,32.1,1
715945,115945,21,Bike,20.9,0
715946,115946,17,Ev,24.4,0
715947,115947,9,Bike,11.5,0
715948,115948,,Cycle,29.1,1
715949,115949,25,Ev,21.2,0
715950,115950,30,Bike,9.5,0
715951,115951,17,Bike,13.7,0
715952,115952,6,Bike,7.5,0
715953,115953,7,Ev,16.9,0
715954,115954,26,Bike,9.8,0
715955,115955,4,Bike,15.5,0
715956,115956,9,Ev,20.9,0
715957,115957,12,Bike,16.4,0
715958,115958,6,Bike,21.7,0
715959,115959,28,Bike,8.1,0
715960,115960,16,Bike,9.3,0
715961,115961,20,Bike,13.7,0
715962,115962,10,Ev,25,0
715963,115963,16,Bike,21.9,0
715964,115964,8,Cycle,28.4,1
715965,115965,2,Ev,11,0
715966,115966,11,Bike,18,0
715967,115967,6,Bike,19.9,0
715968,115968,28,Bike,16.5,0
715969,115969,11,Cycle,27.3,1
715970,115970,28,Bike,15.3,0
715971,115971,7,Ev,23.2,0
715972,115972,12,Bike,18.5,0
715973,115973,7,Bike,23.6,0
715974,115974,10,Ev,26.5,1
715975,115975,15,Bike,7.5,0
715976,115976,21,Bike,7.5,0
715977,115977,27,Bike,21.3,0
715978,115978,24,Bike,14.2,0
715979,115979,11,Bike,8.2,0
715980,115980,15,Bike,18.1,0
715981,115981,9,Ev,14.4,0
715982,115982,16,Bike,26.4,1
715983,115983,20,Bike,20.2,0
715984,115984,16,Ev,20.6,0
715985,115985,24,Ev,23.5,0
715986,115986,3,Ev,16,0
715987,115987,24,Bike,16.4,0
715988,115988,24,Bike,21.2,0
715989,115989,24,Bike,20.6,0
715990,115990,4,Bike,23,0
715991,115991,1,Bike,27,1
715992,115992,28,Ev,12.1,0
715993,115993,13,Bike,20.9,0
715994,115994,3,Bike,17.7,0
715995,115995,28,Bike,10.6,0
715996,115996,14,Bike,19.1,0
715997,115997,28,Bike,11.8,0
715998,115998,24,Bike,7.5,0
715999,115999,18,Bike,14.9,0
716000,116000,18,Bike,24.5,0
716001,116001,16,Bike,18,0
716002,116002,11,Bike,14.1,0
716003,116003,1,Cycle,20.7,0
716004,116004,13,Bike,15.3,0
716005,116005,25,Bike,10.1,0
716006,116006,23,Bike,19.1,0
716007,116007,14,Bike,11.4,0
716008,116008,1,Ev,8.4,0
716009,116009,2,Bike,20.7,0
716010,116010,27,Bike,29.8,1
716011,116011,8,Bike,31.9,1
716012,116012,20,Bike,28.2,1
716013,116013,18,Bike,22.3,0
716014,116014,2,Bike,11.2,0
716015,116015,5,Bike,13.5,0
716016,116016,,Bike,14,0
716017,116017,5,Ev,13.1,0
716018,116018,16,Bike,19.7,0
716019,116019,7,Bike,16,0
716020,116020,20,Bike,23.7,0
716021,116021,29,Ev,24.3,0
716022,116022,17,Bike,9.3,0
716023,116023,6,Bike,18.1,0
716024,116024,6,Bike,18.5,0
716025,116025,3,Bike,18.3,0
716026,116026,2,Ev,27.1,1
716027,116027,12,Bike,15.7,0
716028,116028,4,Bike,20.6,0
716029,116029,8,Ev,13.8,0
716030,116030,5,Ev,11.8,0
716031,116031,4,Bike,34.8,1
716032,116032,5,Cycle,21.9,0
716033,116033,21,Bike,11.9,0
716034,116034,10,Bike,11.3,0
716035,116035,19,Bike,20.3,0
716036,116036,29,Bike,20,0
716037,116037,19,Bike,11.4,0
716038,116038,29,Bike,18.2,0
716039,116039,16,Bike,21.2,0
716040,116040,2,Cycle,18.8,0
716041,116041,13,Bike,25.4,1
716042,116042,9,Cycle,22.3,0
716043,116043,15,Bike,31.8,1
716044,116044,1,Bike,16,0
716045,116045,30,Ev,28.4,1
716046,116046,11,Bike,26.1,1
716047,116047,2,Bike,24.5,0
716048,116048,21,Bike,28.6,1
716049,116049,26,Bike,20.1,0
716050,116050,5,Ev,22.3,0
716051,116051,11,Bike,36.6,1
716052,116052,19,Ev,7.8,0
716053,116053,11,Bike,25,0
716054,116054,29,Bike,16.9,0
716055,116055,9,Cycle,14.3,0
716056,116056,2,Bike,19.5,0
716057,116057,13,Ev,20.9,0
716058,116058,28,Bike,24.7,0
716059,116059,16,Cycle,18.7,0
716060,116060,30,Bike,22.1,0
716061,116061,9,Ev,15.3,0
716062,116062,5,Bike,25.1,1
716063,116063,4,Bike,12.3,0
716064,116064,10,Bike,8.3,0
716065,116065,24,Bike,14.4,0
716066,116066,2,Ev,18.8,0
716067,116067,17,Ev,11.6,0
716068,116068,30,Bike,25.5,1
716069,116069,22,Ev,21.2,0
716070,116070,6,Ev,17.5,0
716071,116071,17,Bike,13.8,0
716072,116072,13,Bike,11.7,0
716073,116073,26,Ev,16.3,0
716074,116074,20,Bike,13.9,0
716075,116075,20,Cycle,35.9,1
716076,116076,23,Bike,20.7,0
716077,116077,26,Bike,17.3,0
716078,116078,4,Bike,20.5,0
716079,116079,12,Bike,19.5,0
716080,116080,25,Bike,17.9,0
716081,116081,2,Ev,26.1,1
716082,116082,23,Bike,16.1,0
716083,116083,23,Bike,9.9,0
716084,116084,15,Ev,13.7,0
716085,116085,29,Bike,17.8,0
716086,116086,5,Bike,25.5,1
716087,116087,6,Bike,11.2,0
716088,116088,19,Bike,27.5,1
716089,116089,16,Bike,19.2,0
716090,116090,10,Cycle,25.8,1
716091,116091,13,Bike,15.1,0
716092,116092,26,Bike,17.6,0
716093,116093,4,Bike,18.3,0
716094,116094,29,Bike,19.7,0
716095,116095,10,Bike,24,0
716096,116096,25,Bike,22.7,0
716097,116097,27,Bike,17,0
716098,116098,7,Bike,7.5,0
716099,116099,16,Bike,7.5,0
716100,116100,23,Ev,17.1,0
716101,116101,1,Bike,17.6,0
716102,116102,15,Bike,8.1,0
716103,116103,21,Ev,21.6,0
716104,116104,26,Bike,16.8,0
716105,116105,12,Ev,25.6,1
716106,116106,9,Bike,19.9,0
716107,116107,4,Bike,19.7,0
716108,116108,26,Ev,16.4,0
716109,116109,6,Ev,13.1,0
716110,116110,13,Bike,13.6,0
716111,116111,3,Bike,9.2,0
716112,116112,25,Bike,16.8,0
716113,116113,18,Bike,18,0
716114,116114,5,Bike,14,0
716115,116115,11,Ev,19.6,0
716116,116116,23,Bike,11.9,0
716117,116117,23,Bike,11.7,0
716118,116118,24,Cycle,14.3,0
716119,116119,12,Bike,25.5,1
716120,116120,23,Ev,21.5,0
716121,116121,20,Ev,10.1,0
716122,116122,10,Bike,24.6,0
716123,116123,6,Ev,9.8,0
716124,116124,8,Bike,27,1
716125,116125,22,Bike,10.4,0
716126,116126,14,Bike,16.1,0
716127,116127,25,Ev,12.7,0
716128,116128,26,Bike,18.3,0
716129,116129,29,Bike,19.8,0
716130,116130,2,Ev,19.8,0
716131,116131,21,Ev,12.3,0
716132,116132,19,Bike,17.5,0
716133,116133,25,Bike,18,0
716134,116134,5,Bike,24.7,0
716135,116135,27,Bike,14.9,0
716136,116136,22,Bike,22.6,0
716137,116137,11,Bike,9.1,0
716138,116138,13,Bike,19.5,0
716139,116139,18,Bike,17.4,0
716140,116140,27,Ev,16,0
716141,116141,23,Bike,21.2,0
716142,116142,14,Ev,17.8,0
716143,116143,28,Bike,17.8,0
716144,116144,30,Bike,22.8,0
716145,116145,30,Ev,18.3,0
716146,116146,30,Bike,13.4,0
716147,116147,1,Ev,26.6,1
716148,116148,22,Bike,23.7,0
716149,116149,27,Bike,26,1
716150,116150,12,Bike,15.1,0
716151,116151,26,Cycle,21.5,0
716152,116152,15,Bike,19.8,0
716153,116153,19,Bike,25.3,1
716154,116154,13,Bike,22.4,0
716155,116155,13,Bike,27.3,1
716156,116156,9,Bike,30.1,1
716157,116157,30,Bike,32.4,1
716158,116158,29,Bike,23.2,0
716159,116159,27,Bike,17.8,0
716160,116160,12,Bike,26.6,1
716161,116161,8,Bike,12,0
716162,116162,10,Cycle,19.6,0
716163,116163,28,Bike,9.7,0
716164,116164,3,Bike,14.6,0
716165,116165,8,Ev,19.5,0
716166,116166,13,Bike,23.5,0
716167,116167,29,Bike,14,0
716168,116168,18,Ev,11.8,0
716169,116169,8,Ev,22.2,0
716170,116170,11,Bike,18.7,0
716171,116171,9,Bike,14.6,0
716172,116172,9,Bike,18.8,0
716173,116173,26,Cycle,15.2,0
716174,116174,13,Bike,9.9,0
716175,116175,4,Ev,16.6,0
716176,116176,6,Bike,28.9,1
716177,116177,28,Ev,19.8,0
716178,116178,27,Cycle,20.1,0
716179,116179,30,Bike,17.9,0
716180,116180,15,Bike,10.7,0
716181,116181,7,Bike,7.5,0
716182,116182,20,Bike,18,0
716183,116183,13,Cycle,19.2,0
716184,116184,26,Bike,21.8,0
716185,116185,2,Bike,22.3,0
716186,116186,22,Bike,11.9,0
716187,116187,9,Bike,26.6,1
716188,116188,23,Ev,28.3,1
716189,116189,11,Bike,23.1,0
716190,116190,28,Bike,17.7,0
716191,116191,15,Bike,12,0
716192,116192,25,Bike,25.9,1
716193,116193,12,Bike,19.6,0
716194,116194,18,Bike,27.6,1
716195,116195,20,Bike,10.9,0
716196,116196,9,Ev,22.2,0
716197,116197,24,Bike,31.7,1
716198,116198,19,Bike,24.8,0
716199,116199,28,Bike,19.3,0
716200,116200,21,Bike,28.7,1
716201,116201,8,Bike,23.9,0
716202,116202,17,Bike,30.4,1
716203,116203,28,Bike,24.2,0
716204,116204,3,Bike,26,1
716205,116205,18,Bike,29.2,1
716206,116206,14,Bike,24.6,0
716207,116207,17,Bike,22.2,0
716208,116208,9,Bike,23.4,0
716209,116209,28,Bike,24.1,0
716210,116210,22,Ev,10.4,0
716211,116211,3,Bike,14.5,0
716212,116212,10,Bike,22.2,0
716213,116213,9,Cycle,14.8,0
716214,116214,1,Ev,14.8,0
716215,116215,1,Cycle,17.3,0
716216,116216,12,Bike,18.6,0
716217,116217,10,Cycle,26.9,1
716218,116218,14,Bike,21.4,0
716219,116219,21,Ev,21.2,0
716220,116220,9,Ev,9.8,0
716221,116221,22,Ev,15.8,0
716222,116222,19,Bike,22.1,0
716223,116223,20,Bike,27.8,1
716224,116224,21,Cycle,10.3,0
716225,116225,28,Bike,27.1,1
716226,116226,1,Bike,17.3,0
716227,116227,22,Ev,21.2,0
716228,116228,3,Bike,23.2,0
716229,116229,23,Ev,15.7,0
716230,116230,29,Ev,16.7,0
716231,116231,2,Bike,9.6,0
716232,116232,5,Bike,13.8,0
716233,116233,24,Bike,28.7,1
716234,116234,25,Bike,28.3,1
716235,116235,19,Bike,9.7,0
716236,116236,14,Bike,26.4,1
716237,116237,30,Bike,22.9,0
716238,116238,25,Bike,14.2,0
716239,116239,10,Ev,29,1
716240,116240,26,Bike,20.2,0
716241,116241,3,Bike,9.4,0
716242,116242,13,Bike,17.8,0
716243,116243,11,Bike,17.5,0
716244,116244,30,Bike,7.9,0
716245,116245,20,Bike,20.7,0
716246,116246,18,Bike,27.9,1
716247,116247,9,Bike,18.6,0
716248,116248,30,Bike,23.2,0
716249,116249,1,Bike,12.8,0
716250,116250,9,Bike,15.5,0
716251,116251,25,Bike,26.9,1
716252,116252,21,Bike,10.2,0
716253,116253,11,Bike,14.8,0
716254,116254,27,Ev,19.2,0
716255,116255,28,Ev,10.2,0
716256,116256,21,Bike,13.3,0
716257,116257,23,Bike,9.3,0
716258,116258,24,Bike,20.3,0
716259,116259,16,Bike,11.3,0
716260,116260,27,Ev,8.7,0
716261,116261,21,Bike,21,0
716262,116262,17,Bike,9.2,0
716263,116263,5,Ev,23.9,0
716264,116264,17,Bike,17.8,0
716265,116265,19,Bike,11.9,0
716266,116266,24,Bike,24.1,0
716267,116267,25,Cycle,17.8,0
716268,116268,29,Bike,16,0
716269,116269,26,Bike,7.8,0
716270,116270,14,Bike,28.6,1
716271,116271,14,Bike,21.9,0
716272,116272,22,Bike,16.1,0
716273,116273,13,Bike,18.6,0
716274,116274,9,Bike,22.1,0
716275,116275,9,Bike,23.6,0
716276,116276,19,Cycle,25.5,1
716277,116277,20,Bike,9.8,0
716278,116278,4,Bike,18.1,0
716279,116279,23,Ev,21.2,0
716280,116280,3,Ev,18.3,0
716281,116281,27,Ev,19.9,0
716282,116282,1,Bike,14.7,0
716283,116283,23,Bike,29.8,1
716284,116284,24,Ev,15.6,0
716285,116285,15,Cycle,14.8,0
716286,116286,16,Bike,9.1,0
716287,116287,13,Ev,24,0
716288,116288,6,Bike,14.2,0
716289,116289,3,Cycle,19.3,0
716290,116290,7,Bike,25.6,1
716291,116291,20,Ev,16,0
716292,116292,21,Bike,8.1,0
716293,116293,17,Bike,26.9,1
716294,116294,29,Cycle,13.3,0
716295,116295,26,Cycle,17,0
716296,116296,22,Bike,23.5,0
716297,116297,1,Cycle,10.8,0
716298,116298,20,Ev,11.6,0
716299,116299,14,Bike,19.4,0
716300,116300,24,Bike,10.6,0
716301,116301,25,Bike,22.3,0
716302,116302,22,Bike,8.8,0
716303,116303,10,Bike,19.6,0
716304,116304,13,Bike,17.2,0
716305,116305,12,Bike,24.1,0
716306,116306,15,Bike,19.7,0
716307,116307,17,Ev,24.6,0
716308,116308,14,Bike,12.6,0
716309,116309,7,Bike,8.3,0
716310,116310,13,Bike,16.2,0
716311,116311,24,Bike,13.2,0
716312,116312,19,Bike,20.2,0
716313,116313,15,Bike,13.9,0
716314,116314,9,Bike,11,0
716315,116315,8,Bike,20.1,0
716316,116316,4,Bike,17.1,0
716317,116317,6,Bike,32.2,1
716318,116318,25,Ev,9.3,0
716319,116319,27,Bike,22.9,0
716320,116320,5,Bike,14.4,0
716321,116321,18,Bike,7.5,0
716322,116322,30,Bike,23.1,0
716323,116323,7,Bike,16.4,0
716324,116324,2,Bike,24.4,0
716325,116325,5,Bike,14.7,0
716326,116326,24,Bike,18.9,0
716327,116327,30,Bike,26.1,1
716328,116328,12,Bike,18.4,0
716329,116329,3,Bike,10.7,0
716330,116330,15,Bike,21.7,0
716331,116331,26,Bike,21.5,0
716332,116332,23,Ev,20.8,0
716333,116333,16,Bike,17.8,0
716334,116334,2,Bike,8.5,0
716335,116335,8,Bike,25.8,1
716336,116336,2,Bike,23.8,0
716337,116337,6,Bike,16.9,0
716338,116338,30,Bike,24.5,0
716339,116339,4,Bike,24.6,0
716340,116340,21,Bike,12.1,0
716341,116341,21,Bike,25,0
716342,116342,15,Bike,14,0
716343,116343,15,Bike,16.2,0
716344,116344,10,Bike,27.6,1
716345,116345,18,Bike,30.1,1
716346,116346,2,Bike,9.8,0
716347,116347,22,Bike,26.6,1
716348,116348,18,Bike,14.9,0
716349,116349,20,Ev,15.8,0
716350,116350,24,Cycle,14.4,0
716351,116351,17,Bike,14.5,0
716352,116352,16,Ev,17.1,0
716353,116353,25,Bike,14.6,0
716354,116354,30,Cycle,20.1,0
716355,116355,30,Bike,27.5,1
716356,116356,14,Bike,26.1,1
716357,116357,8,Bike,30.1,1
716358,116358,25,Bike,12.3,0
716359,116359,19,Bike,18.2,0
716360,116360,8,Cycle,18.2,0
716361,116361,19,Bike,11.9,0
716362,116362,1,Ev,11.8,0
716363,116363,27,Ev,9.7,0
716364,116364,30,Bike,13.6,0
716365,116365,15,Bike,21.4,0
716366,116366,24,Bike,12.4,0
716367,116367,6,Bike,8.3,0
716368,116368,26,Ev,16.7,0
716369,116369,15,Bike,7.9,0
716370,116370,22,Ev,15,0
716371,116371,7,Ev,25.1,1
716372,116372,10,Bike,28.3,1
716373,116373,12,Bike,15.6,0
716374,116374,16,Cycle,14.8,0
716375,116375,5,Bike,22.8,0
716376,116376,12,Bike,27,1
716377,116377,15,Bike,17.9,0
716378,116378,18,Bike,17.9,0
716379,116379,30,Ev,17.1,0
716380,116380,28,Bike,24.2,0
716381,116381,21,Bike,18.9,0
716382,116382,5,Bike,16.7,0
716383,116383,13,Cycle,24.6,0
716384,116384,12,Bike,9.1,0
716385,116385,12,Bike,9.3,0
716386,116386,13,Ev,22.3,0
716387,116387,18,Bike,17.3,0
716388,116388,29,Bike,28.7,1
716389,116389,9,Ev,14.8,0
716390,116390,8,Bike,18.3,0
716391,116391,9,Cycle,9.1,0
716392,116392,15,Bike,17.2,0
716393,116393,4,Bike,12.8,0
716394,116394,29,Bike,30,1
716395,116395,29,Bike,14,0
716396,116396,30,Bike,27.3,1
716397,116397,29,Bike,12.6,0
716398,116398,23,Cycle,11.9,0
716399,116399,1,Bike,15.8,0
716400,116400,6,Bike,22.4,0
716401,116401,25,Bike,10.5,0
716402,116402,4,Bike,17.4,0
716403,116403,12,Bike,19.1,0
716404,116404,11,Bike,18.9,0
716405,116405,6,Bike,8.3,0
716406,116406,6,Bike,13.1,0
716407,116407,28,Ev,22.2,0
716408,116408,10,Bike,25.8,1
716409,116409,18,Ev,14.4,0
716410,116410,14,Bike,35.2,1
716411,116411,12,Cycle,12.4,0
716412,116412,26,Bike,27.8,1
716413,116413,3,Bike,24.7,0
716414,116414,3,Bike,21.4,0
716415,116415,24,Bike,25.9,1
716416,116416,2,Ev,34.3,1
716417,116417,12,Bike,12.9,0
716418,116418,25,Ev,20.2,0
716419,116419,12,Bike,8.1,0
716420,116420,10,Bike,21.5,0
716421,116421,8,Bike,10.3,0
716422,116422,21,Bike,15.5,0
716423,116423,12,Bike,30.7,1
716424,116424,27,Bike,21.7,0
716425,116425,2,Bike,27.6,1
716426,116426,27,Ev,21,0
716427,116427,18,Bike,13.2,0
716428,116428,8,Bike,31.1,1
716429,116429,20,Ev,14.1,0
716430,116430,7,Bike,9.1,0
716431,116431,2,Bike,27.4,1
716432,116432,23,Bike,8.1,0
716433,116433,3,Bike,18.5,0
716434,116434,27,Ev,15,0
716435,116435,7,Ev,25.7,1
716436,116436,19,Bike,29.6,1
716437,116437,14,Ev,21.4,0
716438,116438,16,Bike,16.7,0
716439,116439,8,Bike,21.1,0
716440,116440,14,Ev,14,0
716441,116441,20,Ev,26.5,1
716442,116442,10,Bike,20,0
716443,116443,13,Bike,34.3,1
716444,116444,15,Bike,22.6,0
716445,116445,7,Ev,9.7,0
716446,116446,19,Bike,9.2,0
716447,116447,25,Bike,13.1,0
716448,116448,17,Bike,15,0
716449,116449,8,Bike,23.5,0
716450,116450,6,Bike,12.2,0
716451,116451,7,Bike,25.8,1
716452,116452,26,Bike,19.2,0
716453,116453,9,Bike,22,0
716454,116454,7,Ev,25.5,1
716455,116455,19,Bike,19.5,0
716456,116456,16,Bike,17.2,0
716457,116457,11,Ev,16.6,0
716458,116458,7,Bike,15.8,0
716459,116459,8,Bike,19.9,0
716460,116460,24,Bike,15.1,0
716461,116461,20,Ev,15,0
716462,116462,26,Bike,8.7,0
716463,116463,24,Bike,18.5,0
716464,116464,19,Bike,14,0
716465,116465,16,Ev,10.2,0
716466,116466,24,Bike,9.5,0
716467,116467,16,Bike,35.9,1
716468,116468,18,Bike,29.3,1
716469,116469,30,Bike,7.5,0
716470,116470,19,Bike,19.6,0
716471,116471,16,Ev,19.4,0
716472,116472,15,Bike,16.7,0
716473,116473,19,Cycle,15,0
716474,116474,6,Bike,21.8,0
716475,116475,24,Ev,12.6,0
716476,116476,8,Bike,20.6,0
716477,116477,21,Bike,15.4,0
716478,116478,7,Ev,19.6,0
716479,116479,10,Bike,13.7,0
716480,116480,24,Ev,16.2,0
716481,116481,9,Ev,22.7,0
716482,116482,16,Ev,20.3,0
716483,116483,18,Ev,16.1,0
716484,116484,23,Bike,20.3,0
716485,116485,10,Bike,31.8,1
716486,116486,15,Bike,20.6,0
716487,116487,16,Bike,19.8,0
716488,116488,21,Bike,13.3,0
716489,116489,4,Bike,18.9,0
716490,116490,27,Bike,13.2,0
716491,116491,1,Bike,18,0
716492,116492,17,Ev,24.1,0
716493,116493,14,Cycle,21.3,0
716494,116494,14,Bike,10.3,0
716495,116495,3,Ev,14.5,0
716496,116496,10,Bike,20.1,0
716497,116497,10,Bike,18.8,0
716498,116498,23,Ev,16.6,0
716499,116499,11,Ev,15,0
716500,116500,28,Bike,15.1,0
716501,116501,20,Bike,15.8,0
716502,116502,16,Ev,12.4,0
716503,116503,10,Bike,23,0
716504,116504,14,Bike,14.3,0
716505,116505,13,Bike,17.1,0
716506,116506,5,Bike,8.3,0
716507,116507,5,Bike,21,0
716508,116508,17,Cycle,26.5,1
716509,116509,4,Ev,22.8,0
716510,116510,23,Ev,16.6,0
716511,116511,12,Cycle,13.2,0
716512,116512,27,Bike,29.5,1
716513,116513,30,Ev,24.2,0
716514,116514,9,Bike,15.2,0
716515,116515,4,Bike,8.6,0
716516,116516,3,Bike,16.7,0
716517,116517,8,Bike,31.4,1
716518,116518,15,Ev,18,0
716519,116519,14,Bike,26.2,1
716520,116520,26,Cycle,18.9,0
716521,116521,7,Bike,25.6,1
716522,116522,25,Bike,25.7,1
716523,116523,28,Ev,22.7,0
716524,116524,3,Ev,17.5,0
716525,116525,26,Bike,9.8,0
716526,116526,19,Ev,28,1
716527,116527,16,Cycle,22.1,0
716528,116528,27,Bike,21.6,0
716529,116529,7,Ev,25,0
716530,116530,5,Bike,29.9,1
716531,116531,9,Bike,23,0
716532,116532,25,Ev,17.8,0
716533,116533,16,Ev,25.5,1
716534,116534,1,Bike,15.1,0
716535,116535,20,Bike,8.5,0
716536,116536,27,Bike,17.7,0
716537,116537,16,Bike,20.3,0
716538,116538,13,Ev,19.2,0
716539,116539,16,Bike,29.5,1
716540,116540,19,Bike,16.5,0
716541,116541,8,Bike,20.9,0
716542,116542,11,Bike,21.6,0
716543,116543,17,Bike,16.1,0
716544,116544,3,Bike,22.3,0
716545,116545,12,Bike,11.9,0
716546,116546,21,Ev,12.5,0
716547,116547,25,Bike,16.7,0
716548,116548,21,Bike,11.9,0
716549,116549,5,Ev,20.4,0
716550,116550,20,Ev,26.4,1
716551,116551,17,Cycle,18.9,0
716552,116552,7,Bike,22.3,0
716553,116553,22,Bike,20.8,0
716554,116554,16,Bike,18.3,0
716555,116555,23,Bike,15.9,0
716556,116556,19,Ev,18.1,0
716557,116557,3,Bike,22.4,0
716558,116558,11,Bike,19.9,0
716559,116559,8,Bike,34.8,1
716560,116560,7,Bike,22.7,0
716561,116561,20,Bike,18.6,0
716562,116562,3,Bike,17.9,0
716563,116563,19,Bike,14.6,0
716564,116564,12,Cycle,23.2,0
716565,116565,18,Bike,18.6,0
716566,116566,1,Bike,18.4,0
716567,116567,19,Bike,8.4,0
716568,116568,3,Bike,8,0
716569,116569,6,Bike,13.6,0
716570,116570,29,Ev,8.7,0
716571,116571,4,Bike,9.9,0
716572,116572,3,Cycle,19.5,0
716573,116573,28,Bike,14.3,0
716574,116574,13,Bike,18.1,0
716575,116575,7,Ev,23.1,0
716576,116576,21,Bike,20.3,0
716577,116577,16,Ev,9.2,0
716578,116578,10,Bike,20.6,0
716579,116579,3,Bike,24,0
716580,116580,16,Bike,11.2,0
716581,116581,1,Bike,19.3,0
716582,116582,26,Bike,25.4,1
716583,116583,27,Bike,19.7,0
716584,116584,5,Bike,23.4,0
716585,116585,14,Bike,18.3,0
716586,116586,10,Bike,18.7,0
716587,116587,7,Bike,20.8,0
716588,116588,5,Bike,23.4,0
716589,116589,20,Ev,25.7,1
716590,116590,10,Bike,27.5,1
716591,116591,20,Bike,12.1,0
716592,116592,29,Ev,19.9,0
716593,116593,16,Ev,15.3,0
716594,116594,7,Bike,21.6,0
716595,116595,26,Bike,15.5,0
716596,116596,12,Cycle,30.9,1
716597,116597,5,Cycle,10.8,0
716598,116598,25,Bike,19.2,0
716599,116599,23,Bike,13,0
716600,116600,29,Ev,16.7,0
716601,116601,7,Bike,17.6,0
716602,116602,23,Bike,15.2,0
716603,116603,26,Ev,10.9,0
716604,116604,16,Bike,19.1,0
716605,116605,22,Ev,22.6,0
716606,116606,14,Bike,9.3,0
716607,116607,6,Bike,28.9,1
716608,116608,13,Bike,11.5,0
716609,116609,22,Ev,21.7,0
716610,116610,14,Bike,12.8,0
716611,116611,26,Cycle,18,0
716612,116612,25,Bike,16.1,0
716613,116613,11,Bike,22.4,0
716614,116614,8,Bike,12.4,0
716615,116615,23,Bike,23.6,0
716616,116616,2,Ev,12,0
716617,116617,6,Bike,23.6,0
716618,116618,19,Bike,22.5,0
716619,116619,26,Bike,11.7,0
716620,116620,15,Bike,20,0
716621,116621,22,Bike,17.1,0
716622,116622,18,Bike,25.1,1
716623,116623,18,Bike,16.4,0
716624,116624,9,Bike,22.6,0
716625,116625,6,Bike,12.9,0
716626,116626,27,Bike,15.8,0
716627,116627,1,Bike,13.7,0
716628,116628,2,Bike,18.9,0
716629,116629,29,Bike,19.8,0
716630,116630,12,Bike,16.9,0
716631,116631,6,Bike,19.1,0
716632,116632,14,Bike,21.6,0
716633,116633,7,Bike,25.6,1
716634,116634,20,Cycle,29.9,1
716635,116635,21,Bike,18.3,0
716636,116636,5,Bike,16.2,0
716637,116637,2,Bike,14.9,0
716638,116638,21,Cycle,24.1,0
