return_id,order_id,return_reason,refund_amount,return_status
901403,132388,Late delivery,549.13,Approved
901404,114112,Damaged item,519.96,Approved
901405,135004,Late delivery,195.85,Rejected
901406,129970,Wrong item,459.54,Approved
901407,138498,Late delivery,135.04,Approved
901408,131506,Damaged item,179.33,Approved
901409,133460,Missing item,328.45,Approved
901410,112873,Missing item,579.34,Rejected
901411,120237,Missing item,449.66,Approved
901412,121230,Damaged item,382.23,Approved
901413,128961,Changed mind,60.25,Approved
901414,119460,Missing item,199.64,Approved
901415,136714,Quality issue,581.51,Approved
901416,107332,Late delivery,118.61,Approved
901417,109285,Late delivery,555.04,Approved
901418,125259,Wrong item,174.76,Approved
901419,110414,Changed mind,99.52,Approved
901420,133624,Wrong item,105.34,Rejected
901421,139041,Late delivery,329.74,Approved
901422,112039,Damaged item,470.64,Approved
901423,120679,Late delivery,268.7,Approved
901424,136212,Missing item,121.88,Approved
901425,116367,Late delivery,359.35,Approved
901426,110663,Missing item,543.68,Approved
901427,125924,Late delivery,303.32,Approved
901428,136242,Quality issue,218.05,Approved
901429,115418,Late delivery,534.14,Approved
901430,122401,Missing item,233.25,Approved
901431,121435,Late delivery,150.11,Approved
901432,121903,Quality issue,370.99,Approved
901433,105987,Damaged item,228.29,Approved
901434,133712,Damaged item,310.97,Approved
901435,104962,Missing item,177.06,Approved
901436,115664,Missing item,555.52,Rejected
901437,123563,Late delivery,152.86,Approved
901438,110489,Damaged item,454.19,Approved
901439,127951,Damaged item,113.19,Approved
901440,106677,Missing item,71.02,Approved
901441,100386,Wrong item,83.85,Approved
901442,131786,Late delivery,74.79,Approved
901443,113566,Missing item,573.59,Approved
901444,134399,Quality issue,130.68,Approved
901445,105431,Wrong item,126.32,Approved
901446,101384,Late delivery,182.06,Approved
901447,122560,Changed mind,425.48,Approved
901448,118829,Late delivery,307.28,Approved
901449,137654,Missing item,108.58,Approved
901450,130307,Missing item,397.72,Approved
901451,135559,Missing item,367.55,Approved
901452,117868,Late delivery,147.8,Approved
901453,123387,Missing item,111.84,Approved
901454,129632,Quality issue,584.04,Approved
901455,100425,Quality issue,424.44,Approved
901456,122712,Missing item,562.51,Approved
901457,112734,Changed mind,411.3,Approved
901458,141496,Late delivery,595.66,Approved
901459,121413,Damaged item,517.7,Approved
901460,127548,Quality issue,369.47,Approved
901461,131819,Quality issue,126.61,Approved
901462,107408,Changed mind,441.74,Approved
901463,134881,Damaged item,311.5,Approved
901464,133309,Missing item,317.98,Approved
901465,108959,Late delivery,442.58,Approved
901466,109502,Changed mind,180.05,Approved
901467,133214,Quality issue,596.55,Approved
901468,119650,Missing item,324.6,Approved
901469,131176,Changed mind,217.01,Approved
901470,107064,Missing item,104.23,Approved
901471,129605,Changed mind,160.4,Approved
901472,107788,Quality issue,118.02,Approved
901473,124718,Damaged item,191.19,Approved
901474,136910,Missing item,72.01,Approved
901475,114693,Quality issue,573.84,Approved
901476,123376,Missing item,253.69,Approved
901477,106077,Damaged item,236.35,Approved
901478,137064,Damaged item,479.13,Approved
901479,128794,Late delivery,153.46,Approved
901480,126915,Damaged item,455.84,Rejected
901481,111096,Wrong item,389.07,Approved
901482,112149,Late delivery,586.15,Approved
901483,136145,Wrong item,453.85,Approved
901484,130675,Wrong item,571.82,Approved
901485,116986,Late delivery,438.27,Approved
901486,126759,Changed mind,516.53,Approved
901487,130632,Quality issue,402.9,Approved
901488,108083,Changed mind,222.72,Approved
901489,111709,Wrong item,196.96,Approved
901490,103236,Quality issue,452.18,Approved
901491,122705,Changed mind,77.9,Approved
901492,117903,Wrong item,366.67,Approved
901493,110245,Quality issue,519.19,Rejected
901494,136301,Late delivery,345.05,Approved
901495,121052,Late delivery,596.36,Rejected
901496,118095,Late delivery,98.48,Approved
901497,141149,Quality issue,229.05,Approved
901498,128631,Missing item,127.41,Approved
901499,124407,Damaged item,302.52,Approved
901500,118834,Quality issue,316.96,Approved
901501,102907,Quality issue,350.52,Approved
901502,101231,Quality issue,320.53,Approved
901503,123821,Quality issue,441.28,Approved
901504,136147,Changed mind,254.76,Approved
901505,128856,Quality issue,73.51,Approved
901506,136792,Late delivery,54.32,Approved
901507,141331,Damaged item,199.43,Approved
901508,117531,Missing item,310.83,Rejected
901509,105399,Late delivery,288.66,Approved
901510,103432,Damaged item,135.15,Approved
901511,124180,Changed mind,513.77,Approved
901512,107501,Late delivery,543.77,Rejected
901513,105992,Damaged item,473.22,Approved
901514,107761,Missing item,338.22,Approved
901515,105021,Changed mind,567.43,Approved
901516,125334,Late delivery,199.37,Approved
901517,132793,Quality issue,285.05,Approved
901518,135276,Wrong item,582.75,Approved
901519,106854,Damaged item,424.75,Approved
901520,103205,Damaged item,455.81,Approved
901521,125021,Changed mind,260.91,Approved
901522,130895,Wrong item,454.65,Approved
901523,138524,Damaged item,268.92,Approved
901524,134140,Quality issue,204.5,Approved
901525,131875,Quality issue,393.29,Approved
901526,100497,Missing item,120.13,Approved
901527,106555,Late delivery,344.29,Approved
901528,123744,Quality issue,193.79,Approved
901529,113479,Damaged item,80.73,Approved
901530,131559,Late delivery,425.83,Approved
901531,115516,Wrong item,552.87,Approved
901532,123266,Wrong item,86.32,Approved
901533,121992,Quality issue,117.39,Approved
901534,105674,Quality issue,466.33,Rejected
901535,126907,Wrong item,279.65,Approved
901536,131415,Changed mind,416.15,Rejected
901537,126451,Wrong item,224.99,Approved
901538,132020,Missing item,40.64,Approved
901539,132076,Wrong item,391.85,Approved
901540,111939,Quality issue,358.77,Approved
901541,135357,Missing item,172.87,Approved
901542,128214,Late delivery,219.89,Approved
901543,113132,Damaged item,317.99,Approved
901544,132345,Changed mind,436.35,Approved
901545,107649,Quality issue,296.18,Rejected
901546,105406,Quality issue,256.19,Approved
901547,122953,Late delivery,180.31,Approved
901548,137144,Quality issue,194,Approved
901549,140524,Quality issue,49.64,Approved
901550,129076,Wrong item,270.59,Approved
901551,139879,Changed mind,384.96,Approved
901552,105307,Damaged item,165.29,Approved
901553,124771,Wrong item,478.09,Approved
901554,123631,Missing item,279.87,Approved
901555,136116,Quality issue,202.37,Approved
901556,120671,Damaged item,526.76,Approved
901557,138113,Changed mind,399.03,Approved
901558,137660,Late delivery,185.76,Rejected
901559,135161,Damaged item,355.74,Approved
901560,111895,Late delivery,173.99,Approved
901561,112376,Wrong item,503.92,Approved
901562,128761,Quality issue,537.57,Approved
901563,108916,Quality issue,538.79,Approved
901564,133117,Quality issue,551.75,Approved
901565,103287,Damaged item,105.58,Approved
901566,129819,Quality issue,483.44,Approved
901567,139469,Quality issue,439.7,Approved
901568,137018,Wrong item,103.61,Approved
901569,137459,Damaged item,498.44,Approved
901570,120790,Late delivery,420.94,Approved
901571,122368,Damaged item,205.36,Approved
901572,135365,Missing item,422.88,Rejected
901573,115050,Quality issue,163.95,Approved
901574,141919,Late delivery,211.27,Approved
901575,119928,Quality issue,426.43,Approved
901576,111283,Changed mind,45.84,Approved
901577,134401,Missing item,501.2,Approved
901578,132091,Missing item,65.65,Approved
901579,124083,Changed mind,597.21,Approved
901580,105356,Late delivery,559.99,Approved
901581,124288,Wrong item,357.79,Approved
901582,137663,Damaged item,456.9,Approved
901583,132639,Quality issue,129.63,Approved
901584,120512,Wrong item,333.37,Rejected
901585,132247,Late delivery,111.08,Approved
901586,129869,Late delivery,280.3,Approved
901587,114895,Missing item,170.34,Approved
901588,110166,Late delivery,179.99,Approved
901589,134522,Missing item,369.24,Approved
901590,103498,Late delivery,571.02,Approved
901591,132166,Missing item,554.71,Approved
901592,120644,Wrong item,395,Approved
901593,107759,Missing item,317.29,Approved
901594,102017,Damaged item,393.93,Rejected
901595,136107,Damaged item,491.62,Approved
901596,138054,Missing item,272.75,Approved
901597,121920,Late delivery,565.37,Approved
901598,138930,Quality issue,535.17,Rejected
901599,136423,Damaged item,308.76,Approved
901600,139909,Missing item,86.93,Approved
901601,104385,Changed mind,498.87,Approved
901602,118448,Changed mind,74.78,Approved
901603,122599,Wrong item,573.68,Approved
901604,130865,Quality issue,193.72,Rejected
901605,102524,Quality issue,352.77,Approved
901606,104489,Missing item,517.23,Approved
901607,107973,Late delivery,518.19,Approved
901608,113391,Quality issue,54.45,Approved
901609,124179,Wrong item,231.89,Approved
901610,101686,Late delivery,461.61,Approved
901611,101372,Late delivery,490.4,Approved
901612,111534,Quality issue,471.36,Approved
901613,104511,Damaged item,49.8,Rejected
901614,108247,Wrong item,474.06,Approved
901615,107454,Damaged item,72.07,Approved
901616,133462,Damaged item,117.88,Approved
901617,100503,Quality issue,456.44,Approved
901618,108457,Wrong item,365.04,Approved
901619,110102,Missing item,188.51,Approved
901620,125499,Late delivery,315.57,Approved
901621,110595,Wrong item,80.07,Approved
901622,119724,Changed mind,150.67,Rejected
901623,137678,Damaged item,594.71,Approved
901624,112846,Damaged item,143.9,Approved
901625,129949,Quality issue,341.48,Approved
901626,119696,Late delivery,272.23,Approved
901627,133443,Wrong item,390.19,Approved
901628,120771,Wrong item,82.65,Rejected
901629,132186,Changed mind,290.04,Approved
901630,115825,Damaged item,186.6,Approved
901631,102285,Late delivery,214.66,Approved
901632,128628,Damaged item,595.2,Approved
901633,111200,Late delivery,532.89,Approved
901634,119076,Late delivery,533.91,Approved
901635,109010,Missing item,541.7,Approved
901636,109317,Late delivery,276.41,Approved
901637,119936,Wrong item,52.13,Approved
901638,133503,Missing item,456.57,Approved
901639,139982,Changed mind,222.73,Approved
901640,128792,Quality issue,327.69,Rejected
901641,101795,Quality issue,461.22,Approved
901642,133213,Late delivery,576.03,Approved
901643,129604,Quality issue,374.84,Approved
901644,105081,Late delivery,191.85,Approved
901645,100046,Damaged item,166.5,Approved
901646,116531,Late delivery,254.69,Approved
901647,140044,Damaged item,214.8,Approved
901648,129481,Damaged item,592.92,Approved
901649,106524,Changed mind,491.25,Approved
901650,133339,Quality issue,447.75,Approved
901651,139711,Quality issue,106.05,Approved
901652,133938,Damaged item,46.91,Approved
901653,136753,Late delivery,286.3,Approved
901654,100169,Damaged item,237.55,Approved
901655,125617,Missing item,235.1,Approved
901656,138441,Missing item,282.99,Approved
901657,100452,Damaged item,58.21,Approved
901658,123833,Quality issue,307.38,Approved
901659,110624,Late delivery,163.09,Approved
901660,121409,Changed mind,589.67,Approved
901661,128938,Late delivery,64.74,Approved
901662,120450,Quality issue,442.18,Rejected
901663,109841,Late delivery,59.4,Approved
901664,124822,Missing item,264.33,Approved
901665,125036,Quality issue,92.23,Approved
901666,107353,Quality issue,113.2,Approved
901667,126598,Late delivery,569.26,Approved
901668,119536,Wrong item,386.19,Approved
901669,116726,Changed mind,76.12,Rejected
901670,130858,Damaged item,515.54,Approved
901671,103294,Late delivery,50.37,Approved
901672,110922,Damaged item,172,Approved
901673,117095,Quality issue,91.46,Approved
901674,133554,Changed mind,133.68,Rejected
901675,106121,Quality issue,212.97,Approved
901676,117659,Damaged item,271.46,Approved
901677,118922,Missing item,514.5,Approved
901678,132756,Quality issue,79.32,Approved
901679,132886,Missing item,525.82,Approved
901680,122492,Wrong item,264.08,Approved
901681,103744,Damaged item,529.68,Approved
901682,102531,Late delivery,329.15,Approved
901683,141155,Missing item,550.57,Approved
901684,129001,Wrong item,509.59,Rejected
901685,116535,Damaged item,50.15,Approved
901686,101253,Changed mind,468.84,Approved
901687,111955,Wrong item,217.57,Approved
901688,121682,Damaged item,514.92,Approved
901689,137326,Late delivery,563.82,Approved
901690,105774,Late delivery,437.29,Approved
901691,128613,Late delivery,265.76,Approved
901692,121319,Quality issue,320.27,Approved
901693,107158,Missing item,263.64,Approved
901694,109544,Damaged item,180.26,Approved
901695,109649,Late delivery,396.72,Rejected
901696,108476,Changed mind,249.53,Approved
901697,122983,Late delivery,86.1,Approved
901698,102784,Damaged item,341.6,Approved
901699,119185,Late delivery,469.62,Approved
901700,107952,Quality issue,50.22,Rejected
901701,115704,Quality issue,510.22,Approved
901702,110615,Missing item,266.93,Approved
901703,137190,Quality issue,100.23,Approved
901704,137238,Quality issue,221.23,Approved
901705,119431,Quality issue,394.41,Approved
901706,133695,Quality issue,541.55,Approved
901707,127221,Wrong item,447.28,Rejected
901708,130801,Missing item,395.29,Rejected
901709,135060,Quality issue,558.53,Approved
901710,129835,Late delivery,480.95,Approved
901711,138968,Quality issue,256.32,Approved
901712,114078,Missing item,352.32,Approved
901713,128060,Quality issue,410.33,Approved
901714,106783,Changed mind,312,Approved
901715,137713,Damaged item,449.95,Approved
901716,119811,Late delivery,141.03,Approved
901717,112206,Missing item,305.9,Approved
901718,109308,Quality issue,384.53,Approved
901719,136333,Quality issue,131.96,Approved
901720,104840,Quality issue,289.21,Approved
901721,119773,Quality issue,550.57,Approved
901722,100080,Damaged item,84.8,Approved
901723,120845,Late delivery,381.47,Rejected
901724,140130,Damaged item,318.06,Approved
901725,108765,Damaged item,86.47,Approved
901726,117475,Late delivery,463.64,Approved
901727,115352,Missing item,356.51,Approved
901728,117129,Damaged item,100.59,Approved
901729,127823,Wrong item,416.53,Approved
901730,106004,Missing item,133.76,Approved
901731,135988,Missing item,271.37,Approved
901732,130048,Quality issue,461.58,Approved
901733,106220,Late delivery,389.9,Approved
901734,104654,Quality issue,488.46,Approved
901735,122805,Late delivery,398.21,Approved
901736,101500,Damaged item,521.75,Approved
901737,112700,Quality issue,493.21,Approved
901738,136034,Changed mind,115.22,Approved
901739,121963,Late delivery,243.97,Approved
901740,112948,Late delivery,49.7,Approved
901741,140382,Wrong item,81.27,Approved
901742,113143,Late delivery,527.32,Approved
901743,105863,Damaged item,427.4,Approved
901744,128018,Damaged item,67.2,Approved
901745,124865,Missing item,382.14,Approved
901746,130819,Wrong item,327.69,Approved
901747,139551,Late delivery,279.4,Approved
901748,140229,Late delivery,575.03,Approved
901749,109529,Late delivery,338.55,Approved
901750,119610,Changed mind,125.4,Approved
901751,114596,Missing item,469.1,Approved
901752,104073,Quality issue,596.96,Approved
901753,119831,Late delivery,198.99,Approved
901754,124546,Damaged item,388.41,Approved
901755,137179,Quality issue,583.11,Approved
901756,115010,Quality issue,254.3,Approved
901757,129846,Wrong item,389.37,Approved
901758,106940,Quality issue,473.11,Approved
901759,105659,Wrong item,322.79,Approved
901760,129376,Changed mind,304.67,Approved
901761,131251,Missing item,487.6,Approved
901762,132489,Quality issue,582.7,Rejected
901763,111024,Missing item,97.49,Approved
901764,139218,Missing item,164.41,Approved
901765,126750,Quality issue,114.9,Approved
901766,124351,Wrong item,248.17,Approved
901767,136981,Missing item,144.89,Rejected
901768,122574,Damaged item,54.85,Approved
901769,119618,Wrong item,551.69,Approved
901770,139425,Missing item,372.52,Approved
901771,100095,Damaged item,542.46,Approved
901772,137970,Quality issue,577.84,Approved
901773,114759,Quality issue,493.64,Approved
901774,139585,Quality issue,464.15,Approved
901775,139115,Late delivery,241.41,Approved
901776,106056,Quality issue,113.17,Approved
901777,131094,Wrong item,423.74,Approved
901778,129692,Missing item,104.77,Approved
901779,123875,Late delivery,40.9,Approved
901780,112411,Damaged item,62.51,Approved
901781,133564,Quality issue,211.57,Approved
901782,102600,Missing item,599.25,Approved
901783,123790,Late delivery,348.41,Approved
901784,138252,Quality issue,414.32,Approved
901785,117882,Late delivery,190.68,Approved
901786,111183,Quality issue,433.99,Approved
901787,141008,Missing item,560.04,Approved
901788,132784,Late delivery,229.4,Approved
901789,100456,Missing item,566.46,Approved
901790,141984,Late delivery,473.73,Approved
901791,136976,Wrong item,405.28,Rejected
901792,128581,Missing item,351.82,Approved
901793,127736,Wrong item,588.72,Approved
901794,123618,Quality issue,182.96,Approved
901795,105798,Wrong item,392.08,Approved
901796,114711,Late delivery,340.72,Approved
901797,140833,Quality issue,87.37,Approved
901798,101013,Damaged item,211.53,Approved
901799,118115,Late delivery,181.13,Approved
901800,121076,Late delivery,53.37,Approved
901801,135522,Late delivery,224.03,Approved
901802,131350,Late delivery,77.42,Approved
901803,132791,Missing item,55.3,Approved
901804,124239,Wrong item,380.08,Approved
901805,138470,Damaged item,160.5,Approved
901806,141168,Wrong item,546.16,Approved
901807,131116,Damaged item,69.72,Approved
901808,122332,Quality issue,249.44,Rejected
901809,101243,Late delivery,537.93,Rejected
901810,137664,Late delivery,97.34,Approved
901811,123512,Quality issue,522.85,Approved
901812,126254,Late delivery,100.44,Approved
901813,115962,Changed mind,64.47,Approved
901814,133267,Damaged item,427.82,Approved
901815,115672,Late delivery,142.09,Approved
901816,115049,Late delivery,395.28,Approved
901817,107124,Changed mind,301.72,Approved
901818,122787,Changed mind,525.26,Approved
901819,120810,Damaged item,135.1,Approved
901820,110155,Quality issue,501.55,Approved
901821,136630,Missing item,562.8,Approved
901822,119253,Quality issue,153.64,Rejected
901823,117649,Quality issue,509.31,Approved
901824,129793,Quality issue,517.52,Rejected
901825,125970,Quality issue,582.03,Approved
901826,116591,Quality issue,134.55,Approved
901827,137796,Wrong item,581.62,Rejected
901828,131188,Changed mind,47.85,Approved
901829,124164,Wrong item,131.25,Approved
901830,134908,Late delivery,515.43,Rejected
901831,128742,Wrong item,283.04,Approved
901832,124599,Late delivery,50.49,Approved
901833,107866,Quality issue,598.39,Approved
901834,114954,Damaged item,430.95,Approved
901835,111658,Wrong item,551.57,Approved
901836,124320,Missing item,377.17,Approved
901837,125456,Damaged item,69.15,Approved
901838,141607,Late delivery,355.52,Approved
901839,129977,Damaged item,182.46,Approved
901840,107275,Wrong item,561.61,Approved
901841,108741,Damaged item,310.92,Approved
901842,133696,Changed mind,98.89,Approved
901843,124133,Wrong item,500.27,Approved
901844,112306,Late delivery,219.85,Approved
901845,134789,Quality issue,255.86,Rejected
901846,127019,Late delivery,567.16,Approved
901847,133185,Changed mind,241.24,Approved
901848,108894,Late delivery,396.27,Approved
901849,122273,Missing item,275.73,Rejected
901850,104383,Quality issue,92.08,Approved
901851,116493,Late delivery,443.15,Approved
901852,111995,Wrong item,87.62,Approved
901853,110715,Late delivery,543.96,Approved
901854,139894,Damaged item,202.44,Approved
901855,107430,Damaged item,556.6,Approved
901856,116095,Late delivery,355.63,Approved
901857,108366,Damaged item,286.28,Approved
901858,120709,Damaged item,522.3,Approved
901859,128195,Late delivery,111.59,Approved
901860,122452,Quality issue,492.98,Approved
901861,137644,Damaged item,337.78,Approved
901862,141289,Damaged item,259.51,Approved
901863,129279,Quality issue,201.65,Approved
901864,112099,Missing item,218.98,Approved
901865,128285,Damaged item,77.19,Approved
901866,125906,Damaged item,190.85,Approved
901867,102943,Late delivery,359.78,Approved
901868,132852,Late delivery,335.13,Approved
901869,140920,Quality issue,212.51,Approved
901870,135426,Wrong item,505.22,Approved
901871,106413,Missing item,116,Approved
901872,110218,Damaged item,591.97,Approved
901873,140324,Late delivery,206.25,Approved
901874,106290,Quality issue,138.75,Approved
901875,127294,Missing item,505.23,Approved
901876,102505,Changed mind,214.56,Approved
901877,121772,Damaged item,362.64,Approved
901878,134087,Changed mind,96.39,Approved
901879,126002,Wrong item,142.97,Approved
901880,116199,Late delivery,199.39,Approved
901881,138896,Quality issue,368.64,Approved
901882,114123,Changed mind,169.3,Approved
901883,106980,Missing item,432.27,Approved
901884,102214,Damaged item,568.27,Approved
901885,103965,Missing item,355.15,Approved
901886,121929,Missing item,129.04,Approved
901887,138944,Quality issue,281.79,Approved
901888,126076,Late delivery,331.32,Approved
901889,131873,Late delivery,203.88,Approved
901890,133371,Damaged item,202.52,Approved
901891,107432,Late delivery,313.32,Approved
901892,130014,Quality issue,98.66,Approved
901893,111627,Missing item,556.78,Approved
901894,121208,Quality issue,504.13,Approved
901895,113705,Late delivery,382.93,Approved
901896,126570,Changed mind,520.74,Approved
901897,123622,Late delivery,497.55,Approved
901898,107319,Quality issue,396.18,Approved
901899,110212,Missing item,504.87,Approved
901900,113170,Missing item,393.43,Approved
901901,132509,Late delivery,133.16,Approved
901902,101211,Late delivery,246.5,Approved
901903,129420,Quality issue,50.17,Approved
901904,139453,Quality issue,524.31,Rejected
901905,120586,Quality issue,315.93,Approved
901906,102688,Late delivery,588.9,Approved
901907,122352,Missing item,82.53,Approved
901908,112937,Missing item,470.15,Approved
901909,109811,Wrong item,481.79,Approved
901910,101094,Damaged item,122.03,Approved
901911,137058,Late delivery,186.03,Approved
901912,107162,Quality issue,168.47,Approved
901913,127077,Quality issue,530.77,Rejected
901914,116684,Quality issue,99.91,Approved
901915,135681,Missing item,527.53,Approved
901916,110151,Quality issue,499.11,Approved
901917,101594,Late delivery,282.32,Approved
901918,101966,Changed mind,541.94,Approved
901919,103049,Late delivery,90.83,Approved
901920,135005,Late delivery,385.2,Approved
901921,101226,Late delivery,374.55,Approved
901922,133207,Quality issue,213.66,Approved
901923,117895,Quality issue,217.29,Approved
901924,129858,Wrong item,302.88,Approved
901925,130653,Missing item,246.06,Approved
901926,113232,Late delivery,577.81,Approved
901927,106330,Late delivery,77.48,Approved
901928,112013,Missing item,314.65,Approved
901929,119916,Damaged item,565.51,Approved
901930,134208,Late delivery,380.08,Approved
901931,105345,Quality issue,457.14,Approved
901932,100984,Quality issue,230.71,Approved
901933,132558,Quality issue,119.95,Rejected
901934,106424,Late delivery,464.41,Approved
901935,104875,Wrong item,76.08,Approved
901936,100855,Quality issue,117.5,Approved
901937,128380,Quality issue,432.61,Approved
901938,136160,Quality issue,468.46,Approved
901939,141501,Damaged item,144.08,Approved
901940,101972,Late delivery,504.59,Approved
901941,132736,Damaged item,485.77,Rejected
901942,110550,Missing item,305.86,Approved
901943,104502,Quality issue,112.37,Approved
901944,141122,Late delivery,98.05,Approved
901945,141325,Damaged item,595.6,Approved
901946,103809,Quality issue,44.78,Approved
901947,114845,Missing item,346.28,Approved
901948,106134,Late delivery,530.51,Approved
901949,120535,Missing item,228.48,Approved
901950,141432,Late delivery,140.22,Approved
901951,132333,Late delivery,362.75,Approved
901952,102543,Quality issue,225.62,Approved
901953,108066,Late delivery,367.95,Approved
901954,133533,Quality issue,225.83,Approved
901955,110217,Changed mind,106.55,Approved
901956,104137,Wrong item,341.08,Approved
901957,121716,Damaged item,338.66,Approved
901958,129009,Damaged item,598.57,Approved
901959,116707,Late delivery,95.75,Approved
901960,108297,Changed mind,381.17,Approved
901961,140327,Damaged item,227.72,Approved
901962,116652,Damaged item,287.15,Approved
901963,108736,Missing item,156.87,Approved
901964,120997,Missing item,284.98,Approved
901965,106648,Quality issue,347.17,Approved
901966,137590,Late delivery,354.93,Approved
901967,133436,Quality issue,486.59,Approved
901968,140475,Damaged item,215.94,Approved
901969,127841,Changed mind,403.37,Approved
901970,105038,Quality issue,390.13,Approved
901971,110962,Damaged item,349.84,Approved
901972,102811,Missing item,135.93,Approved
901973,119390,Missing item,407.69,Approved
901974,129113,Damaged item,536.26,Rejected
901975,139993,Quality issue,301.57,Approved
901976,105603,Missing item,472.88,Approved
901977,138026,Missing item,388.15,Approved
901978,116689,Quality issue,328.39,Approved
901979,109401,Wrong item,421.94,Approved
901980,131475,Quality issue,66.44,Approved
901981,130088,Damaged item,72.75,Approved
901982,135918,Missing item,495.7,Approved
901983,105600,Quality issue,527.46,Approved
901984,106175,Wrong item,283.78,Approved
901985,129904,Quality issue,492.9,Approved
901986,132610,Damaged item,267.14,Approved
901987,135239,Late delivery,349.9,Approved
901988,117476,Quality issue,129.75,Approved
901989,137854,Quality issue,150.81,Approved
901990,124410,Missing item,506.63,Approved
901991,117407,Changed mind,565.99,Rejected
901992,117954,Damaged item,160.87,Approved
901993,110758,Quality issue,156.84,Approved
901994,112819,Damaged item,532.21,Approved
901995,105080,Quality issue,473.15,Approved
901996,134999,Missing item,564.3,Approved
901997,117574,Damaged item,353.28,Approved
901998,108832,Damaged item,378.14,Approved
901999,117348,Wrong item,449.07,Approved
902000,124664,Quality issue,474.79,Approved
902001,112991,Wrong item,534.37,Approved
902002,115514,Damaged item,245.68,Approved
902003,116622,Quality issue,517.21,Rejected
902004,105295,Late delivery,257.32,Approved
902005,117239,Late delivery,555.35,Approved
902006,113661,Missing item,384.47,Approved
902007,133740,Wrong item,334.01,Approved
902008,110753,Quality issue,89.1,Approved
902009,124606,Damaged item,452.81,Approved
902010,118959,Changed mind,354.06,Approved
902011,141317,Missing item,307.45,Approved
902012,123195,Late delivery,482.82,Rejected
902013,131038,Damaged item,343.03,Approved
902014,106446,Missing item,453.73,Approved
902015,130853,Wrong item,358.41,Approved
902016,135451,Late delivery,99.24,Approved
902017,106821,Damaged item,564.27,Approved
902018,119687,Changed mind,582.34,Approved
902019,109878,Late delivery,204.72,Approved
902020,120421,Damaged item,484.1,Approved
902021,108615,Late delivery,523.79,Approved
902022,134834,Missing item,415.41,Approved
902023,137154,Late delivery,228.72,Rejected
902024,108012,Missing item,135,Approved
902025,121294,Wrong item,294.81,Approved
902026,133245,Late delivery,444.49,Approved
902027,125649,Quality issue,197.8,Approved
902028,110448,Damaged item,480.67,Approved
902029,114626,Missing item,146.5,Approved
902030,116116,Quality issue,158.45,Approved
902031,137101,Changed mind,260.54,Approved
902032,116062,Late delivery,450.81,Approved
902033,122992,Missing item,278.29,Approved
902034,126423,Late delivery,337.1,Approved
902035,119539,Wrong item,388.34,Approved
902036,111707,Quality issue,71.26,Approved
902037,137299,Changed mind,555.34,Approved
902038,137254,Wrong item,366.42,Approved
902039,114518,Damaged item,307.13,Approved
902040,122039,Missing item,216.19,Approved
902041,126396,Late delivery,63.01,Rejected
902042,134166,Missing item,274.74,Approved
902043,114223,Late delivery,287.77,Approved
902044,109979,Quality issue,241.93,Approved
902045,123691,Late delivery,206.68,Rejected
902046,113412,Quality issue,353.99,Approved
902047,124931,Late delivery,464.14,Approved
902048,136392,Quality issue,383.96,Approved
902049,120580,Late delivery,485.93,Approved
902050,106379,Damaged item,380.79,Approved
902051,105888,Quality issue,149.31,Approved
902052,122657,Late delivery,176.23,Approved
902053,110574,Wrong item,400.52,Approved
902054,102455,Late delivery,363.5,Approved
902055,131916,Damaged item,597.39,Approved
902056,112731,Late delivery,52.43,Approved
902057,105608,Quality issue,560.71,Approved
902058,138747,Quality issue,262.51,Approved
902059,124036,Damaged item,96.89,Approved
902060,129274,Changed mind,274.33,Approved
902061,128123,Late delivery,544.34,Approved
902062,101576,Quality issue,497.43,Approved
902063,126019,Wrong item,155.11,Approved
902064,121476,Changed mind,346.96,Approved
902065,100596,Changed mind,594.27,Approved
902066,128737,Quality issue,536.81,Approved
902067,120659,Missing item,157.25,Approved
902068,127696,Quality issue,238.79,Rejected
902069,140512,Late delivery,238.05,Approved
902070,117092,Damaged item,241.65,Approved
902071,100317,Missing item,158.24,Approved
902072,134973,Quality issue,128.26,Approved
902073,115578,Quality issue,336.75,Approved
902074,139055,Late delivery,459.94,Approved
902075,118061,Quality issue,73.5,Approved
902076,106016,Quality issue,184.11,Approved
902077,106890,Damaged item,486.83,Approved
902078,110877,Quality issue,105.62,Approved
902079,139129,Wrong item,549.49,Approved
902080,118812,Changed mind,510.53,Approved
902081,133244,Quality issue,116.34,Approved
902082,113365,Late delivery,288.14,Approved
902083,124909,Late delivery,285.28,Approved
902084,124678,Damaged item,511.16,Approved
902085,141679,Damaged item,179.54,Rejected
902086,105974,Missing item,253.32,Approved
902087,125986,Missing item,452.91,Approved
902088,113336,Quality issue,547.7,Approved
902089,135316,Quality issue,510.83,Approved
902090,141665,Quality issue,78.33,Approved
902091,118057,Damaged item,544.1,Approved
902092,100964,Late delivery,456.43,Approved
902093,141720,Quality issue,585.02,Approved
902094,130527,Wrong item,486.93,Approved
902095,119776,Quality issue,473.07,Approved
902096,118866,Missing item,282.48,Approved
902097,131871,Quality issue,232.33,Approved
902098,131033,Missing item,426.42,Approved
902099,109533,Late delivery,441.37,Approved
902100,115480,Missing item,150.14,Approved
902101,133625,Wrong item,434.29,Approved
902102,110262,Damaged item,591.11,Rejected
902103,107552,Late delivery,141.93,Approved
902104,141631,Damaged item,500.66,Approved
